test_case_id,step_number,endpoint,method,test_data_row,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,1,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/2?year=2025&optional=false,200,2xx,0.310s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,2,"{""year"": 2014, ""optional"": ""true""}",{},https://canada-holidays.ca/api/v1/holidays/1?year=2014&optional=true,200,2xx,0.317s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,3,"{""year"": 2035, ""optional"": ""1""}",{},https://canada-holidays.ca/api/v1/holidays/34?year=2035&optional=1,200,2xx,0.312s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,4,{},{},https://canada-holidays.ca/api/v1/holidays/2,200,2xx,0.788s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,5,{},{},https://canada-holidays.ca/api/v1/holidays/2,200,2xx,0.309s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,6,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/2?year=2025&optional=false,200,2xx,0.307s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,7,"{""year"": 2025}",{},https://canada-holidays.ca/api/v1/holidays/2?year=2025,200,2xx,0.322s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,8,"{""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/2?optional=false,200,2xx,0.306s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,9,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/0?year=2025&optional=false,400,4xx,0.319s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,10,"{""year"": 2020, ""optional"": ""yes""}",{},https://canada-holidays.ca/api/v1/holidays/5?year=2020&optional=yes,400,4xx,0.338s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,11,"{""year"": 2025, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/0?year=2025&optional=false,400,4xx,0.301s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,12,"{""year"": 2036, ""optional"": ""true""}",{},https://canada-holidays.ca/api/v1/holidays/15?year=2036&optional=true,400,4xx,0.328s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,13,"{""year"": 2020, ""optional"": ""maybe""}",{},https://canada-holidays.ca/api/v1/holidays/20?year=2020&optional=maybe,400,4xx,0.321s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,14,"{""year"": 2013, ""optional"": ""false""}",{},https://canada-holidays.ca/api/v1/holidays/35?year=2013&optional=false,400,4xx,0.305s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,15,"{""year"": 2036, ""optional"": ""yes""}",{},https://canada-holidays.ca/api/v1/holidays/-1?year=2036&optional=yes,400,4xx,0.366s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,16,"{""year"": -9999999.0, ""optional"": """"}",{},https://canada-holidays.ca/api/v1/holidays/-1?year=-9999999.0&optional=,400,4xx,0.319s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,17,"{""year"": -9999999.0, ""optional"": """"}",{},https://canada-holidays.ca/api/v1/holidays/123456?year=-9999999.0&optional=,400,4xx,0.298s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,18,"{""year"": ""123456"", ""optional"": """"}",{},https://canada-holidays.ca/api/v1/holidays/-1?year=123456&optional=,400,4xx,0.375s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,19,"{""year"": -9999999.0, ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/holidays/-1?year=-9999999.0&optional=123456789,400,4xx,0.316s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,20,"{""year"": ""123456"", ""optional"": """"}",{},https://canada-holidays.ca/api/v1/holidays/123456?year=123456&optional=,400,4xx,0.299s,PASS
_api_v1_holidays_holidayId__Holiday_1_1,2,get-/api/v1/holidays/{holidayId},GET,21,"{""year"": ""123456"", ""optional"": 123456789}",{},https://canada-holidays.ca/api/v1/holidays/123456?year=123456&optional=123456789,400,4xx,0.308s,PASS
