test_case_id,step_number,endpoint,method,test_data_row,reason,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_projects_POST_0_1,1,post-/projects,POST,1,llm_success_ignore_optional,"{""auto_cancel_pending_pipelines"": ""enabled"", ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""emails_disabled"": false, ""import_url"": ""https://github.com/example/repo.git"", ""issues_access_level"": ""private"", ""merge_method"": ""merge"", ""name"": ""MyProject"", ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*-release"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&emails_disabled=False&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&issues_access_level=private&merge_method=merge&name=MyProject&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&requirements_access_level=enabled&printing_merge_request_link_enabled=True&remove_source_branch_after_merge=True&repository_access_level=private&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&visibility=internal&wiki_access_level=enabled,400,2xx,0.025s,FAIL
_projects_POST_0_1,1,post-/projects,POST,2,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""keep_n"": ""10"", ""older_than"": ""7d""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.061s,FAIL
_projects_POST_0_1,1,post-/projects,POST,3,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.060s,FAIL
_projects_POST_0_1,1,post-/projects,POST,4,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""keep_n"": ""10"", ""older_than"": ""7d""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.064s,FAIL
_projects_POST_0_1,1,post-/projects,POST,5,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*-release"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.073s,FAIL
_projects_POST_0_1,1,post-/projects,POST,6,llm_success_ignore_optional,"{""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""emails_disabled"": false, ""initialize_with_readme"": true, ""merge_method"": ""merge"", ""name"": ""MyProject"", ""remove_source_branch_after_merge"": true}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&container_registry_enabled=True&default_branch=main&emails_disabled=False&initialize_with_readme=True&merge_method=merge&name=MyProject&remove_source_branch_after_merge=True,201,2xx,0.759s,PASS
_projects_POST_0_1,1,post-/projects,POST,7,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_deploy_strategy"": ""continuous"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*-release"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_deploy_strategy=continuous&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.043s,FAIL
_projects_POST_0_1,1,post-/projects,POST,8,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_timeout"": 3600, ""container_registry_enabled"": true, ""import_url"": ""https://github.com/example/repo.git"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""only_allow_merge_if_all_discussions_are_resolved"": true, ""pages_access_level"": ""public"", ""printing_merge_request_link_enabled"": true, ""snippets_access_level"": ""enabled"", ""visibility"": ""internal""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*-release"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_timeout=3600&container_registry_enabled=True&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&merge_requests_access_level=enabled&name=MyProject&only_allow_merge_if_all_discussions_are_resolved=True&pages_access_level=public&printing_merge_request_link_enabled=True&snippets_access_level=enabled&visibility=internal,422,2xx,0.409s,FAIL
_projects_POST_0_1,1,post-/projects,POST,9,"llm_success_ignore_optional: All required and optional fields are present and conform to type, enum, and format constraints; mutual exclusivity between 'import_url' and 'template_name' is respected; 'name' is present and 'path' is omitted per dependency.","{""auto_cancel_pending_pipelines"": ""enabled"", ""auto_devops_enabled"": true, ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""build_timeout"": 3600, ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""description"": ""A test project for API validation."", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""pages_access_level"": ""public"", ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""resolve_outdated_diff_discussions"": false, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal"", ""wiki_access_level"": ""enabled""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}, ""cadence"": ""1d"", ""enabled"": true, ""keep_n"": ""10"", ""older_than"": ""7d"", ""name_regex"": "".*-release"", ""next_run_at"": ""2024-06-01T12:00:00Z""}",http://localhost:30000/api/v4/projects?auto_cancel_pending_pipelines=enabled&auto_devops_enabled=True&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&build_timeout=3600&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&description=A+test+project+for+API+validation.&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&pages_access_level=public&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&resolve_outdated_diff_discussions=False&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal&wiki_access_level=enabled,400,2xx,0.020s,FAIL
_projects_POST_0_1,1,post-/projects,POST,10,llm_success_ignore_optional,"{""auto_devops_deploy_strategy"": ""continuous"", ""autoclose_referenced_issues"": false, ""avatar"": ""project-avatar.png"", ""build_coverage_regex"": ""Coverage: ([0-9]+)%"", ""build_git_strategy"": ""fetch"", ""builds_access_level"": ""enabled"", ""ci_config_path"": "".gitlab-ci.yml"", ""container_registry_enabled"": true, ""default_branch"": ""main"", ""emails_disabled"": false, ""forking_access_level"": ""private"", ""import_url"": ""https://github.com/example/repo.git"", ""initialize_with_readme"": true, ""issues_access_level"": ""private"", ""lfs_enabled"": true, ""merge_method"": ""merge"", ""merge_requests_access_level"": ""enabled"", ""name"": ""MyProject"", ""namespace_id"": 42, ""only_allow_merge_if_all_discussions_are_resolved"": true, ""only_allow_merge_if_pipeline_succeeds"": true, ""packages_enabled"": true, ""requirements_access_level"": ""enabled"", ""printing_merge_request_link_enabled"": true, ""public_builds"": false, ""remove_source_branch_after_merge"": true, ""repository_access_level"": ""private"", ""repository_storage"": ""default"", ""request_access_enabled"": true, ""shared_runners_enabled"": true, ""show_default_award_emojis"": true, ""snippets_access_level"": ""enabled"", ""tag_list"": [""api"", ""test"", ""automation""], ""visibility"": ""internal""}","{""schema of ContainerExpirationPolicy"": {""cadence"": ""string"", ""enabled"": ""boolean"", ""keep_n"": ""string"", ""older_than"": ""string"", ""name_regex"": ""string"", ""name_regex_delete"": ""string"", ""name_regex_keep"": ""string"", ""next_run_at"": ""string""}}",http://localhost:30000/api/v4/projects?auto_devops_deploy_strategy=continuous&autoclose_referenced_issues=False&avatar=project-avatar.png&build_coverage_regex=Coverage%3A+%28%5B0-9%5D%2B%29%25&build_git_strategy=fetch&builds_access_level=enabled&ci_config_path=.gitlab-ci.yml&container_registry_enabled=True&default_branch=main&emails_disabled=False&forking_access_level=private&import_url=https%3A%2F%2Fgithub.com%2Fexample%2Frepo.git&initialize_with_readme=True&issues_access_level=private&lfs_enabled=True&merge_method=merge&merge_requests_access_level=enabled&name=MyProject&namespace_id=42&only_allow_merge_if_all_discussions_are_resolved=True&only_allow_merge_if_pipeline_succeeds=True&packages_enabled=True&requirements_access_level=enabled&printing_merge_request_link_enabled=True&public_builds=False&remove_source_branch_after_merge=True&repository_access_level=private&repository_storage=default&request_access_enabled=True&shared_runners_enabled=True&show_default_award_emojis=True&snippets_access_level=enabled&tag_list=api&tag_list=test&tag_list=automation&visibility=internal,400,2xx,0.061s,FAIL
